id; ta
0;3,6
1;3,5
2;3,2
3;3,1
4;3
5;2,8
6;2,7
7;2,7
8;2,8
9;3,5
10;4,1
11;4,8
12;5,2
13;5,4
14;4,9
15;4,4
16;4
17;3,9
18;3,7
19;3,5
20;3,3
21;3,1
22;2,9
23;2,7
24;2,5
25;2,3
26;2,1
27;2
28;1,9
29;1,8
30;1,7
31;1,7
32;1,8
33;3,3
34;3,9
35;4,3
36;5,3
37;5,3
38;5,6
39;5,4
40;4,7
41;4,3
42;3,9
43;3,5
44;3
45;2,6
46;2,2
47;1,8
48;1,4
49;0,9
50;0,4
51;0,1
52;-0,1
53;-0,4
54;-0,5
55;-0,7
56;-0,7
57;0,3
58;1,5
59;2,3
60;3,6
61;4,4
62;4,5
63;3,9
64;2,9
65;2,7
66;2,4
67;2,1
68;1,9
69;1,6
70;1,3
71;1,1
72;0,9
73;0,7
74;0,5
75;0,4
76;0,3
77;0,3
78;0,2
79;0,1
80;0,2
81;0,3
82;0,7
83;1
84;1,2
85;1,3
86;1,2
87;1,1
88;0,9
89;0,7
90;0,5
91;0,3
92;0,1
93;-0,1
94;-0,3
95;-0,5
96;-1,1
97;-1,8
98;-2,5
99;-2,9
100;-3,3
101;-3,7
102;-4
103;-4,2
104;-4,2
105;-3,4
106;-1,9
107;-1,5
108;-1,9
109;-2,2
110;-1,9
111;-2,3
112;-2,9
113;-3,1
114;-3,3
115;-3,5
116;-3,7
117;-3,9
118;-4,1
119;-4,3
120;-4,3
121;-4
122;-3,9
123;-3,7
124;-3,6
125;-3,5
126;-3,4
127;-3,3
128;-3
129;-1,6
130;-1,7
131;-0,7
132;0,8
133;1,4
134;1,8
135;1,5
136;0,7
137;0,5
138;0,3
139;0,1
140;0
141;-0,2
142;-0,4
143;-0,6
144;-1,1
145;-1,5
146;-2
147;-2,2
148;-2,4
149;-2,7
150;-2,8
151;-3
152;-2,8
153;-1,4
154;-0,1
155;0,8
156;1,8
157;2,4
158;2,6
159;2,1
160;1,1
161;0,7
162;0,2
163;-0,2
164;-0,7
165;-1,1
166;-1,5
167;-2
168;-2,4
169;-2,9
170;-3,2
171;-3,4
172;-3,7
173;-3,9
174;-4,1
175;-4,2
176;-4,2
177;-4,1
178;-4
179;-3,9
180;-3,9
181;-3,9
182;-4
183;-4,1
184;-4,2
185;-4,4
186;-4,7
187;-5,2
188;-5,2
189;-5,5
190;-5,7
191;-6
192;-6,3
193;-6,6
194;-6,9
195;-7,1
196;-7,2
197;-7,3
198;-7,4
199;-7,5
200;-7,1
201;-5,1
202;-3,2
203;-1,8
204;-0,7
205;-0,2
206;-0,3
207;-1,1
208;-2,2
209;-3
210;-3,8
211;-4,6
212;-5,4
213;-6,1
214;-6,9
215;-7,7
216;-8,7
217;-9,7
218;-10,7
219;-11,2
220;-11,7
221;-12,3
222;-12,6
223;-13
224;-12,8
225;-10,5
226;-8,5
227;-7
228;-5,9
229;-5,5
230;-5,6
231;-6,6
232;-8
233;-8,3
234;-8,5
235;-8,8
236;-9
237;-9,3
238;-9,5
239;-9,8
240;-9,9
241;-9,9
242;-9,9
243;-9,9
244;-9,9
245;-9,8
246;-9,8
247;-9,8
248;-9,4
249;-8
250;-6,1
251;-4,7
252;-3,9
253;-2,9
254;-2,4
255;-2,8
256;-4
257;-4,5
258;-5
259;-5,5
260;-6
261;-6,5
262;-7,1
263;-7,6
264;-8,3
265;-9,3
266;-10,2
267;-10,7
268;-11,3
269;-11,9
270;-12,3
271;-12,7
272;-12,8
273;-12,5
274;-12,2
275;-12,2
276;-12,2
277;-12,3
278;-12,5
279;-12,9
280;-13,3
281;-12,9
282;-12,5
283;-12,3
284;-11,8
285;-11,4
286;-11
287;-10,6
288;-10,3
289;-10,2
290;-9,2
291;-8,8
292;-8,5
293;-8,2
294;-8
295;-7,8
296;-7,5
297;-6,9
298;-6,3
299;-5,8
300;-5,5
301;-5,3
302;-5,4
303;-5,6
304;-5,9
305;-5,3
306;-4,7
307;-4,1
308;-3,6
309;-3,2
310;-2,3
311;-1,7
312;-1,8
313;-1,9
314;-1,9
315;-2
316;-2
317;-2,1
318;-2,2
319;-2,2
320;-2
321;-2,2
322;-1,7
323;-1,5
324;-1,4
325;-1,3
326;-1,3
327;-1,4
328;-1,6
329;-1,9
330;-1,8
331;-2
332;-2,1
333;-2,2
334;-2,3
335;-2,4
336;-3,2
337;-3,6
338;-4,3
